Id,MS Zoning,Lot Frontage,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,Year Built,Roof Matl,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Fence,Yr Sold,SalePrice
620,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1956,CompShg,MetalSd,None,0.0,TA,CBlock,TA,504.0,0.0,1050.0,Gd,Y,1050,0.0,0.0,1,0,1,TA,5,NFP,Attchd,338.0,TA,Y,0,NF,2009,128900
2451,RL,114.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1993,CompShg,MetalSd,BrkFace,738.0,Gd,PConc,Ex,292.0,1393.0,1733.0,Ex,Y,3500,1.0,0.0,3,1,1,Ex,11,TA,Attchd,959.0,TA,Y,870,NF,2006,584500
2186,RL,75.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1954,CompShg,Wd Sdng,BrkFace,132.0,TA,PConc,TA,492.0,0.0,864.0,Ex,Y,948,0.0,0.0,1,0,1,TA,5,NFP,Attchd,248.0,TA,Y,0,NF,2007,111000
2025,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1926,CompShg,HdBoard,None,0.0,TA,PConc,Fa,0.0,0.0,750.0,TA,Y,1316,0.0,0.0,1,0,1,TA,7,NFP,Detchd,576.0,TA,Y,0,NF,2007,90000
1916,RL,72.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1965,Tar&Grv,Plywood,BrkCmn,113.0,TA,CBlock,Gd,187.0,723.0,1021.0,TA,Y,2380,0.0,0.0,2,1,1,TA,7,Po,CarPort,596.0,TA,Y,0,NF,2007,129000
1542,RL,64.0,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1954,CompShg,HdBoard,BrkFace,72.0,Gd,CBlock,TA,728.0,0.0,1296.0,Ex,Y,1640,1.0,0.0,1,0,1,Gd,7,Gd,Detchd,924.0,TA,Y,108,NF,2008,224000
1163,FV,30.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2005,CompShg,MetalSd,None,0.0,Gd,PConc,Gd,390.0,0.0,600.0,Ex,Y,1200,1.0,0.0,2,1,1,Gd,5,NFP,Detchd,480.0,TA,Y,0,NF,2008,165000
205,RM,52.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1920,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,0.0,0.0,662.0,Ex,Y,1324,0.0,1.0,1,0,1,TA,6,NFP,Detchd,180.0,TA,Y,0,GdPrv,2010,122000
2261,RL,68.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2006,CompShg,VinylSd,NM,0.0,Gd,PConc,Gd,583.0,0.0,1546.0,Ex,Y,1564,0.0,0.0,2,0,1,Ex,6,Gd,Attchd,502.0,TA,Y,132,NF,2007,267300
423,RL,104.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2008,CompShg,VinylSd,Stone,860.0,Ex,PConc,Ex,0.0,0.0,1926.0,Ex,Y,3140,0.0,0.0,3,1,1,Ex,11,Gd,BuiltIn,820.0,TA,Y,144,NF,2009,485000
2687,RM,90.0,Pave,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1962,CompShg,BrkFace,None,0.0,TA,CBlock,TA,0.0,0.0,1595.0,TA,Y,2486,0.0,0.0,2,0,1,TA,8,Gd,Detchd,576.0,TA,Y,0,NF,2006,220000
1436,RL,70.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,1997,CompShg,VinylSd,BrkFace,128.0,TA,PConc,Gd,688.0,0.0,864.0,Ex,Y,1771,1.0,0.0,2,1,1,Gd,6,NFP,Attchd,600.0,TA,Y,0,NF,2008,215700
444,RL,107.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2004,CompShg,MetalSd,Stone,42.0,Gd,PConc,Ex,1039.0,0.0,1836.0,Ex,Y,1836,1.0,0.0,2,0,1,Gd,7,Gd,Attchd,862.0,TA,Y,125,NF,2009,280000
1067,RL,92.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2003,CompShg,VinylSd,BrkFace,504.0,Gd,PConc,Gd,1149.0,0.0,1603.0,Ex,Y,1575,1.0,0.0,2,0,1,Gd,7,TA,Attchd,732.0,TA,Y,216,NF,2008,284000
2290,RM,21.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,1970,CompShg,CemntBd,None,0.0,TA,CBlock,Gd,131.0,499.0,630.0,Gd,Y,630,1.0,0.0,1,0,1,TA,3,NFP,NG,0.0,NG,Y,0,MnPrv,2007,84500
168,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1963,CompShg,Wd Sdng,BrkFace,218.0,TA,CBlock,TA,717.0,263.0,1395.0,TA,Y,1395,1.0,0.0,1,0,1,TA,7,TA,Attchd,440.0,TA,Y,657,NF,2010,192000
2643,RM,66.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1930,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,0.0,0.0,502.0,TA,N,1004,0.0,0.0,1,0,1,Gd,5,Po,Detchd,200.0,Fa,N,280,MnPrv,2006,105000
2802,RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2004,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,24.0,0.0,1860.0,Ex,Y,1836,0.0,0.0,2,0,1,Gd,8,Gd,Attchd,484.0,TA,Y,120,NF,2006,216837
1224,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1960,CompShg,MetalSd,BrkFace,203.0,Fa,CBlock,TA,658.0,0.0,1296.0,TA,Y,1496,0.0,0.0,2,0,1,Gd,6,NFP,Attchd,450.0,TA,Y,0,MnPrv,2008,141500
1382,RL,57.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1967,CompShg,VinylSd,None,0.0,TA,CBlock,TA,702.0,0.0,894.0,Ex,Y,894,1.0,0.0,1,0,1,Gd,5,NFP,Attchd,450.0,TA,Y,0,NF,2008,130000
853,RL,60.0,Pave,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1978,CompShg,HdBoard,BrkFace,136.0,TA,CBlock,Gd,616.0,0.0,1040.0,TA,Y,1040,0.0,0.0,2,0,1,TA,5,NFP,NG,0.0,NG,Y,0,NF,2009,124000
2585,RL,66.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1952,CompShg,MetalSd,None,0.0,TA,CBlock,TA,658.0,0.0,1008.0,Ex,Y,1008,1.0,0.0,1,0,1,TA,4,NFP,Attchd,280.0,TA,Y,0,MnPrv,2006,139500
2193,RL,60.0,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1955,CompShg,WdShing,None,0.0,TA,CBlock,TA,682.0,0.0,864.0,TA,Y,864,1.0,0.0,1,0,1,TA,5,NFP,Detchd,528.0,TA,N,196,NF,2007,79275
2262,RL,64.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2006,CompShg,VinylSd,BrkFace,32.0,Gd,PConc,Gd,428.0,0.0,1476.0,Ex,Y,1484,0.0,0.0,2,0,1,Ex,6,Gd,Attchd,472.0,TA,Y,120,NF,2007,265900
1528,RL,52.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1930,CompShg,Wd Sdng,None,0.0,TA,BrkTil,Gd,384.0,0.0,768.0,TA,N,790,0.0,0.0,1,0,1,TA,4,NFP,Detchd,160.0,Fa,Y,0,NF,2008,91000
370,RL,85.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1977,CompShg,HdBoard,BrkFace,157.0,TA,PConc,Gd,400.0,0.0,1122.0,Ex,Y,1934,1.0,0.0,2,1,1,TA,6,TA,Attchd,567.0,TA,P,0,NF,2009,185000
2629,RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1959,CompShg,BrkFace,None,0.0,TA,CBlock,TA,179.0,506.0,1150.0,Ex,Y,1150,1.0,0.0,1,0,1,TA,6,NFP,Attchd,300.0,TA,Y,0,NF,2006,141000
1703,RL,134.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2007,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,0.0,0.0,1582.0,Ex,Y,2152,0.0,0.0,2,1,1,Gd,7,Gd,Detchd,728.0,TA,Y,0,NF,2007,260116
793,RL,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1941,CompShg,MetalSd,None,0.0,TA,CBlock,TA,344.0,0.0,672.0,TA,Y,672,1.0,0.0,1,0,1,TA,4,NFP,Attchd,234.0,TA,N,0,NF,2009,113000
1429,RL,67.0,Pave,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1995,CompShg,VinylSd,BrkFace,302.0,Gd,PConc,Gd,770.0,0.0,1401.0,Ex,Y,1511,1.0,0.0,2,0,1,Gd,6,Fa,Attchd,811.0,TA,Y,168,NF,2008,225000
648,RL,80.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1945,CompShg,MetalSd,None,0.0,TA,CBlock,TA,700.0,0.0,793.0,TA,Y,793,1.0,0.0,1,0,1,Fa,4,NFP,Detchd,240.0,TA,Y,0,NF,2009,113000
279,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1975,CompShg,Plywood,None,0.0,TA,CBlock,TA,528.0,0.0,1008.0,TA,Y,1096,1.0,0.0,1,0,1,TA,5,Fa,Detchd,352.0,TA,Y,0,NF,2010,125200
1705,RL,82.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2007,CompShg,VinylSd,Stone,120.0,Ex,PConc,Ex,778.0,0.0,918.0,Ex,Y,2100,1.0,0.0,2,1,1,Ex,8,Gd,BuiltIn,786.0,TA,Y,172,NF,2007,319500
1257,RL,60.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1945,CompShg,MetalSd,None,0.0,TA,CBlock,TA,580.0,0.0,913.0,TA,Y,1558,1.0,0.0,1,1,1,TA,6,TA,Attchd,288.0,TA,Y,0,NF,2008,140000
2894,RL,79.0,Pave,IR1,Low,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1958,Tar&Grv,Plywood,None,0.0,TA,CBlock,Gd,909.0,0.0,1632.0,TA,Y,1650,1.0,0.0,1,0,1,TA,6,Gd,Attchd,518.0,TA,Y,0,NF,2006,250764
1062,RL,74.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2007,CompShg,VinylSd,Stone,108.0,Ex,PConc,Gd,40.0,0.0,948.0,Ex,Y,2088,0.0,0.0,2,1,1,Gd,10,Gd,BuiltIn,656.0,TA,Y,100,NF,2008,250000
1729,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2005,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,0.0,0.0,768.0,Ex,Y,1536,0.0,0.0,2,1,1,Gd,6,Gd,Attchd,400.0,TA,Y,100,NF,2007,176000
1925,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1957,CompShg,Wd Sdng,BrkFace,289.0,TA,CBlock,TA,668.0,138.0,1331.0,Gd,Y,1721,0.0,0.0,1,0,1,TA,8,TA,Attchd,464.0,TA,Y,0,NF,2007,174850
415,RL,24.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1978,CompShg,Plywood,None,0.0,TA,CBlock,Gd,320.0,0.0,804.0,TA,Y,1548,0.0,1.0,2,1,1,TA,7,TA,Detchd,440.0,TA,Y,108,NF,2009,147000
78,RL,55.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1979,CompShg,Plywood,None,0.0,TA,CBlock,Gd,0.0,0.0,918.0,TA,Y,918,0.0,0.0,2,0,1,TA,5,TA,Attchd,264.0,TA,Y,28,NF,2010,99500
428,RL,95.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2009,CompShg,VinylSd,None,0.0,Gd,PConc,Ex,986.0,0.0,1365.0,Ex,Y,2690,1.0,0.0,2,1,1,Ex,8,Gd,Attchd,864.0,TA,Y,0,NF,2009,398800
1756,RL,62.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1999,CompShg,VinylSd,None,0.0,TA,PConc,Gd,0.0,0.0,953.0,Ex,Y,1647,0.0,0.0,2,1,1,TA,7,TA,Attchd,460.0,TA,Y,0,NF,2007,175000
1280,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1954,CompShg,MetalSd,None,0.0,TA,CBlock,TA,0.0,0.0,825.0,TA,Y,825,0.0,1.0,1,0,1,TA,4,NFP,Attchd,350.0,TA,Y,0,NF,2008,109500
1928,RL,72.0,Pave,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1970,CompShg,Plywood,None,0.0,TA,CBlock,Gd,1237.0,0.0,1657.0,Gd,Y,1657,0.0,1.0,2,0,1,TA,7,TA,Attchd,484.0,TA,Y,0,NF,2007,163500
2671,RL,51.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1941,CompShg,WdShing,None,0.0,TA,CBlock,TA,266.0,0.0,788.0,TA,Y,788,0.0,0.0,1,0,1,TA,4,TA,NG,0.0,NG,Y,0,GdWo,2006,100000
2501,RL,105.0,Pave,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,1992,CompShg,HdBoard,BrkFace,692.0,Gd,PConc,Ex,1118.0,0.0,1334.0,Ex,Y,2826,1.0,0.0,2,1,1,Gd,9,TA,Attchd,888.0,TA,Y,177,NF,2006,334000
225,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1968,CompShg,HdBoard,None,0.0,TA,CBlock,TA,775.0,0.0,864.0,Ex,Y,864,1.0,0.0,1,0,1,TA,4,NFP,Detchd,280.0,TA,Y,226,NF,2010,137250
2317,RL,134.0,Pave,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2005,CompShg,VinylSd,BrkFace,456.0,Gd,PConc,Gd,57.0,0.0,1392.0,Ex,Y,2462,1.0,0.0,2,1,1,Gd,9,Gd,Attchd,576.0,TA,Y,239,NF,2006,320000
160,RL,72.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1959,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,72.0,258.0,1063.0,Ex,Y,1287,1.0,0.0,1,0,1,Gd,7,Gd,Detchd,576.0,TA,Y,364,NF,2010,162000
100,FV,73.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2009,CompShg,MetalSd,Stone,432.0,Ex,PConc,Ex,578.0,0.0,1470.0,Ex,Y,1478,1.0,0.0,2,1,1,Gd,7,Gd,Attchd,484.0,TA,Y,0,NF,2010,222000
482,RL,63.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2003,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,494.0,0.0,698.0,Ex,Y,1342,1.0,0.0,2,1,1,Gd,7,TA,Attchd,393.0,TA,Y,100,NF,2009,178000
177,RM,60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1940,CompShg,MetalSd,Stone,294.0,TA,CBlock,TA,510.0,0.0,788.0,TA,Y,804,1.0,0.0,1,0,1,Gd,4,Gd,Attchd,240.0,TA,Y,0,MnPrv,2010,119000
1971,RL,69.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1962,CompShg,VinylSd,BrkFace,288.0,TA,CBlock,TA,540.0,0.0,864.0,TA,Y,1812,0.0,0.0,2,0,1,TA,8,TA,Attchd,264.0,TA,Y,0,NF,2007,169500
484,RL,63.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2000,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,300.0,0.0,952.0,Ex,Y,2256,0.0,0.0,2,1,1,Gd,8,TA,BuiltIn,554.0,TA,Y,224,NF,2009,236000
1561,RM,44.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,2007,CompShg,CemntBd,Stone,186.0,Ex,PConc,Ex,1476.0,0.0,1596.0,Ex,Y,1648,1.0,1.0,2,0,1,Ex,5,Gd,Attchd,525.0,TA,Y,162,NF,2008,294464
992,RL,85.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1969,CompShg,HdBoard,None,0.0,TA,CBlock,Fa,500.0,276.0,952.0,TA,Y,2112,0.0,0.0,2,1,1,TA,9,Gd,Attchd,576.0,TA,Y,280,NF,2008,206900
73,RL,76.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2004,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,656.0,0.0,956.0,Ex,Y,2084,1.0,0.0,2,1,1,Gd,8,NFP,BuiltIn,618.0,TA,Y,0,NF,2010,233000
2646,RM,56.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1924,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,143.0,72.0,1032.0,Gd,N,1032,0.0,0.0,1,0,1,TA,5,NFP,Detchd,280.0,TA,Y,0,MnPrv,2006,108000
994,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1995,CompShg,VinylSd,BrkFace,119.0,TA,PConc,Gd,476.0,0.0,680.0,Gd,Y,1470,0.0,0.0,2,1,1,TA,7,TA,BuiltIn,420.0,TA,Y,192,NF,2008,165000
2138,RL,45.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1977,CompShg,CemntBd,None,0.0,TA,CBlock,Gd,539.0,0.0,1040.0,TA,Y,1040,0.0,0.0,1,1,1,TA,5,NFP,Detchd,748.0,TA,Y,0,MnPrv,2007,134900
2013,RM,51.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1939,CompShg,AsbShng,None,0.0,Gd,BrkTil,TA,0.0,0.0,884.0,Ex,Y,884,0.0,0.0,1,0,1,TA,5,NFP,Detchd,240.0,TA,Y,0,MnPrv,2007,113000
2126,RL,70.0,Pave,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1996,CompShg,VinylSd,None,0.0,TA,PConc,Gd,549.0,0.0,1097.0,Ex,Y,1097,1.0,0.0,1,1,1,TA,6,NFP,Attchd,242.0,TA,Y,306,GdPrv,2007,147900
898,RL,56.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1922,CompShg,Wd Sdng,None,0.0,TA,PConc,Fa,0.0,0.0,864.0,Ex,Y,864,0.0,0.0,1,0,1,TA,4,NFP,NG,0.0,NG,Y,0,NF,2009,99900
1048,RL,24.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,1975,CompShg,Plywood,None,0.0,TA,CBlock,Gd,286.0,294.0,855.0,Gd,Y,1456,0.0,0.0,2,1,1,TA,7,NFP,Attchd,460.0,TA,Y,0,NF,2008,143000
2676,RM,52.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1934,CompShg,Wd Sdng,None,0.0,TA,PConc,TA,0.0,0.0,816.0,TA,Y,1176,0.0,0.0,1,0,1,TA,6,Gd,Detchd,528.0,TA,Y,112,MnPrv,2006,114500
2498,RL,70.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1967,CompShg,VinylSd,None,0.0,TA,CBlock,TA,659.0,0.0,912.0,TA,Y,941,0.0,0.0,1,0,1,TA,6,Po,Attchd,288.0,TA,Y,64,NF,2006,129200
1560,RM,64.0,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,2008,CompShg,CemntBd,Stone,186.0,Ex,PConc,Ex,1480.0,0.0,1600.0,Ex,Y,1652,1.0,1.0,2,0,1,Gd,5,Gd,Attchd,482.0,TA,Y,162,NF,2008,392500
296,RL,66.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1941,CompShg,CemntBd,None,0.0,Ex,Stone,TA,275.0,0.0,1152.0,Ex,Y,2340,0.0,0.0,2,0,1,Gd,9,Gd,Attchd,252.0,TA,Y,0,GdPrv,2010,266500
354,RL,57.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1998,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,189.0,0.0,384.0,Gd,Y,1382,0.0,0.0,2,1,1,TA,7,TA,BuiltIn,396.0,TA,Y,256,NF,2009,177500
970,RL,75.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1968,CompShg,HdBoard,BrkFace,182.0,TA,CBlock,TA,532.0,0.0,1008.0,Gd,Y,1008,0.0,0.0,1,0,1,Gd,6,NFP,Attchd,384.0,TA,Y,144,MnPrv,2009,139500
884,RL,85.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2007,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,0.0,0.0,608.0,Ex,Y,1396,0.0,0.0,2,1,1,Gd,6,Gd,BuiltIn,440.0,TA,Y,100,NF,2009,170000
1894,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1964,CompShg,MetalSd,BrkFace,306.0,TA,CBlock,TA,414.0,0.0,845.0,Ex,Y,2154,0.0,0.0,2,1,1,TA,8,Gd,Attchd,539.0,TA,Y,0,MnPrv,2007,224500
450,RL,96.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2003,CompShg,VinylSd,Stone,186.0,Gd,PConc,Gd,0.0,0.0,1082.0,Ex,Y,2400,0.0,0.0,3,1,1,Gd,10,Gd,BuiltIn,730.0,TA,Y,114,NF,2009,290000
2031,RM,60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1931,CompShg,Stucco,BrkFace,600.0,TA,PConc,TA,224.0,0.0,1040.0,Ex,Y,1818,0.0,0.0,1,1,1,TA,7,TA,Detchd,240.0,TA,Y,0,NF,2007,169500
949,RL,43.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2004,CompShg,VinylSd,Stone,108.0,Gd,PConc,Ex,0.0,0.0,1710.0,Ex,Y,1710,0.0,0.0,2,0,1,Gd,7,Gd,Attchd,550.0,TA,Y,100,NF,2009,240000
1907,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1955,CompShg,HdBoard,BrkFace,176.0,TA,CBlock,TA,368.0,0.0,1078.0,Ex,Y,1150,1.0,0.0,1,0,1,TA,6,NFP,Attchd,288.0,TA,Y,0,MnPrv,2007,144000
1906,RL,100.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1964,CompShg,VinylSd,BrkCmn,272.0,TA,CBlock,TA,442.0,0.0,816.0,TA,Y,1977,0.0,1.0,1,1,1,TA,9,TA,Attchd,540.0,TA,Y,0,GdPrv,2007,165000
549,RL,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1990,CompShg,Plywood,None,0.0,Gd,PConc,Gd,0.0,0.0,1332.0,Gd,Y,1332,0.0,0.0,2,0,1,Gd,5,NFP,Attchd,542.0,TA,Y,0,NF,2009,145000
243,RL,63.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1964,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,0.0,0.0,1250.0,Ex,Y,1298,0.0,0.0,2,0,1,TA,5,NFP,Detchd,504.0,TA,N,0,NF,2010,114000
1697,RL,110.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2006,CompShg,VinylSd,BrkFace,375.0,Gd,PConc,Gd,0.0,0.0,1935.0,Gd,Y,1973,0.0,0.0,2,0,1,Gd,9,Gd,Attchd,895.0,TA,Y,315,NF,2007,395000
2365,RM,24.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,1973,CompShg,HdBoard,BrkFace,514.0,TA,CBlock,TA,0.0,0.0,525.0,TA,Y,1092,0.0,0.0,1,1,1,TA,6,NFP,Detchd,440.0,TA,Y,0,NF,2006,105500
310,RL,85.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1998,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,615.0,0.0,1049.0,Ex,Y,1916,1.0,0.0,2,1,1,Gd,8,TA,Attchd,741.0,TA,Y,0,NF,2010,254900
1961,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1950,CompShg,WdShing,None,0.0,TA,CBlock,TA,432.0,0.0,864.0,Fa,Y,1238,0.0,0.0,1,1,1,TA,6,TA,Attchd,357.0,TA,Y,0,NF,2007,102000
849,RL,79.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2001,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,666.0,0.0,944.0,Ex,Y,1840,1.0,0.0,2,1,1,Gd,6,NFP,Attchd,622.0,TA,Y,0,NF,2009,230000
2018,RM,51.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1920,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,0.0,0.0,939.0,Ex,Y,1513,0.0,0.0,1,1,1,TA,8,NFP,Detchd,180.0,Fa,N,24,NF,2007,137500
